run sh: `/home/mounir.ourekouch/.conda/envs/re_ssm/bin/python /home/mounir.ourekouch/.conda/envs/re_ssm/lib/python3.10/site-packages/swift/cli/sft.py --model Qwen/Qwen2.5-7B-Instruct --train_type lora --dataset re_data/1_PROMPT/TACRED/TACRED_data_train.json --val_dataset re_data/1_PROMPT/TACRED/TACRED_data_dev.json --torch_dtype bfloat16 --num_train_epochs 2 --per_device_train_batch_size 4 --per_device_eval_batch_size 4 --learning_rate 1e-4 --lora_rank 8 --lora_alpha 32 --target_modules all-linear --gradient_accumulation_steps 16 --eval_strategy steps --eval_steps 50 --save_steps 50 --save_total_limit 5 --logging_steps 5 --max_length 2048 --output_dir output --system You are an AI assistant specialized in identifying relationships between named entities in sentences. --warmup_ratio 0.05 --dataloader_num_workers 4 --model_author swift --model_name swift-robot`
Downloading Model from https://www.modelscope.cn to directory: /home/mounir.ourekouch/.cache/modelscope/hub/models/Qwen/Qwen2.5-7B-Instruct
Downloading Model from https://www.modelscope.cn to directory: /home/mounir.ourekouch/.cache/modelscope/hub/models/Qwen/Qwen2.5-7B-Instruct
{'loss': 12.57966042, 'grad_norm': 41.4846611, 'learning_rate': 9.3e-07, 'token_acc': 0.33333333, 'epoch': 0.0, 'global_step/max_steps': '1/2128', 'percentage': '0.05%', 'elapsed_time': '5s', 'remaining_time': '3h 17m 1s', 'memory(GiB)': 17.2, 'train_speed(iter/s)': 0.179922}
{'loss': 0.10232528, 'grad_norm': 0.43672866, 'learning_rate': 5.562e-05, 'token_acc': 0.96145833, 'epoch': 0.98, 'global_step/max_steps': '1045/2128', 'percentage': '49.11%', 'elapsed_time': '4h 15m 52s', 'remaining_time': '4h 25m 10s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068069}
{'loss': 0.07154114, 'grad_norm': 0.31979066, 'learning_rate': 5.524e-05, 'token_acc': 0.975, 'epoch': 0.99, 'global_step/max_steps': '1050/2128', 'percentage': '49.34%', 'elapsed_time': '4h 16m 18s', 'remaining_time': '4h 23m 8s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068278}
{'eval_loss': 0.10246929, 'eval_runtime': 506.5674, 'eval_samples_per_second': 44.675, 'eval_steps_per_second': 11.169, 'eval_token_acc': 0.96183701, 'epoch': 0.99, 'global_step/max_steps': '1050/2128', 'percentage': '49.34%', 'elapsed_time': '4h 24m 44s', 'remaining_time': '4h 31m 48s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.0661}
{'loss': 0.097344, 'grad_norm': 0.24980113, 'learning_rate': 5.485e-05, 'token_acc': 0.9625, 'epoch': 0.99, 'global_step/max_steps': '1055/2128', 'percentage': '49.58%', 'elapsed_time': '4h 25m 12s', 'remaining_time': '4h 29m 43s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066301}
{'loss': 0.08552161, 'grad_norm': 0.45153812, 'learning_rate': 5.446e-05, 'token_acc': 0.97395833, 'epoch': 1.0, 'global_step/max_steps': '1060/2128', 'percentage': '49.81%', 'elapsed_time': '4h 25m 37s', 'remaining_time': '4h 27m 37s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066509}
{'loss': 0.09615667, 'grad_norm': 0.34792265, 'learning_rate': 5.408e-05, 'token_acc': 0.97128589, 'epoch': 1.0, 'global_step/max_steps': '1065/2128', 'percentage': '50.05%', 'elapsed_time': '4h 25m 59s', 'remaining_time': '4h 25m 29s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066732}
{'loss': 0.06324729, 'grad_norm': 0.31850207, 'learning_rate': 5.369e-05, 'token_acc': 0.978125, 'epoch': 1.01, 'global_step/max_steps': '1070/2128', 'percentage': '50.28%', 'elapsed_time': '4h 26m 24s', 'remaining_time': '4h 23m 25s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066938}
{'loss': 0.07970854, 'grad_norm': 0.19450304, 'learning_rate': 5.33e-05, 'token_acc': 0.97395833, 'epoch': 1.01, 'global_step/max_steps': '1075/2128', 'percentage': '50.52%', 'elapsed_time': '4h 26m 50s', 'remaining_time': '4h 21m 22s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067145}
{'loss': 0.07747967, 'grad_norm': 0.25741389, 'learning_rate': 5.291e-05, 'token_acc': 0.97291667, 'epoch': 1.02, 'global_step/max_steps': '1080/2128', 'percentage': '50.75%', 'elapsed_time': '4h 27m 16s', 'remaining_time': '4h 19m 20s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067348}
{'loss': 0.06175066, 'grad_norm': 0.31578523, 'learning_rate': 5.252e-05, 'token_acc': 0.97916667, 'epoch': 1.02, 'global_step/max_steps': '1085/2128', 'percentage': '50.99%', 'elapsed_time': '4h 27m 40s', 'remaining_time': '4h 17m 19s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067556}
{'loss': 0.06190728, 'grad_norm': 0.39587894, 'learning_rate': 5.214e-05, 'token_acc': 0.98020833, 'epoch': 1.02, 'global_step/max_steps': '1090/2128', 'percentage': '51.22%', 'elapsed_time': '4h 28m 6s', 'remaining_time': '4h 15m 18s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06776}
{'loss': 0.07579028, 'grad_norm': 0.22675805, 'learning_rate': 5.175e-05, 'token_acc': 0.965625, 'epoch': 1.03, 'global_step/max_steps': '1095/2128', 'percentage': '51.46%', 'elapsed_time': '4h 28m 31s', 'remaining_time': '4h 13m 19s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067964}
{'loss': 0.06106204, 'grad_norm': 0.30496779, 'learning_rate': 5.136e-05, 'token_acc': 0.98020833, 'epoch': 1.03, 'global_step/max_steps': '1100/2128', 'percentage': '51.69%', 'elapsed_time': '4h 28m 57s', 'remaining_time': '4h 11m 20s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068166}
{'eval_loss': 0.10173805, 'eval_runtime': 504.2827, 'eval_samples_per_second': 44.878, 'eval_steps_per_second': 11.22, 'eval_token_acc': 0.96333937, 'epoch': 1.03, 'global_step/max_steps': '1100/2128', 'percentage': '51.69%', 'elapsed_time': '4h 37m 21s', 'remaining_time': '4h 19m 12s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.0661}
{'loss': 0.06232808, 'grad_norm': 0.29404178, 'learning_rate': 5.097e-05, 'token_acc': 0.978125, 'epoch': 1.04, 'global_step/max_steps': '1105/2128', 'percentage': '51.93%', 'elapsed_time': '4h 37m 47s', 'remaining_time': '4h 17m 11s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066295}
{'loss': 0.05696127, 'grad_norm': 0.18363857, 'learning_rate': 5.058e-05, 'token_acc': 0.984375, 'epoch': 1.04, 'global_step/max_steps': '1110/2128', 'percentage': '52.16%', 'elapsed_time': '4h 38m 13s', 'remaining_time': '4h 15m 9s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066494}
{'loss': 0.06346501, 'grad_norm': 0.30431226, 'learning_rate': 5.019e-05, 'token_acc': 0.978125, 'epoch': 1.05, 'global_step/max_steps': '1115/2128', 'percentage': '52.40%', 'elapsed_time': '4h 38m 38s', 'remaining_time': '4h 13m 9s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066691}
{'loss': 0.07163022, 'grad_norm': 0.19432475, 'learning_rate': 4.981e-05, 'token_acc': 0.978125, 'epoch': 1.05, 'global_step/max_steps': '1120/2128', 'percentage': '52.63%', 'elapsed_time': '4h 39m 3s', 'remaining_time': '4h 11m 9s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066892}
{'loss': 0.07306606, 'grad_norm': 0.20882964, 'learning_rate': 4.942e-05, 'token_acc': 0.97708333, 'epoch': 1.06, 'global_step/max_steps': '1125/2128', 'percentage': '52.87%', 'elapsed_time': '4h 39m 28s', 'remaining_time': '4h 9m 9s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06709}
{'loss': 0.06249945, 'grad_norm': 0.23829524, 'learning_rate': 4.903e-05, 'token_acc': 0.97916667, 'epoch': 1.06, 'global_step/max_steps': '1130/2128', 'percentage': '53.10%', 'elapsed_time': '4h 39m 53s', 'remaining_time': '4h 7m 12s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067287}
{'loss': 0.06905754, 'grad_norm': 0.3674106, 'learning_rate': 4.864e-05, 'token_acc': 0.97395833, 'epoch': 1.07, 'global_step/max_steps': '1135/2128', 'percentage': '53.34%', 'elapsed_time': '4h 40m 19s', 'remaining_time': '4h 5m 14s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067483}
{'loss': 0.07295585, 'grad_norm': 0.2433511, 'learning_rate': 4.825e-05, 'token_acc': 0.97708333, 'epoch': 1.07, 'global_step/max_steps': '1140/2128', 'percentage': '53.57%', 'elapsed_time': '4h 40m 44s', 'remaining_time': '4h 3m 18s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067676}
{'loss': 0.0903583, 'grad_norm': 0.36210421, 'learning_rate': 4.786e-05, 'token_acc': 0.97083333, 'epoch': 1.08, 'global_step/max_steps': '1145/2128', 'percentage': '53.81%', 'elapsed_time': '4h 41m 10s', 'remaining_time': '4h 1m 23s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067871}
{'loss': 0.05704194, 'grad_norm': 0.25473988, 'learning_rate': 4.748e-05, 'token_acc': 0.97916667, 'epoch': 1.08, 'global_step/max_steps': '1150/2128', 'percentage': '54.04%', 'elapsed_time': '4h 41m 36s', 'remaining_time': '3h 59m 28s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068063}
{'eval_loss': 0.09996682, 'eval_runtime': 506.4481, 'eval_samples_per_second': 44.686, 'eval_steps_per_second': 11.172, 'eval_token_acc': 0.96322154, 'epoch': 1.08, 'global_step/max_steps': '1150/2128', 'percentage': '54.04%', 'elapsed_time': '4h 50m 2s', 'remaining_time': '4h 6m 39s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066082}
{'loss': 0.06766835, 'grad_norm': 0.33134055, 'learning_rate': 4.709e-05, 'token_acc': 0.978125, 'epoch': 1.09, 'global_step/max_steps': '1155/2128', 'percentage': '54.28%', 'elapsed_time': '4h 50m 29s', 'remaining_time': '4h 4m 42s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066269}
{'loss': 0.0588352, 'grad_norm': 0.26692936, 'learning_rate': 4.67e-05, 'token_acc': 0.98020833, 'epoch': 1.09, 'global_step/max_steps': '1160/2128', 'percentage': '54.51%', 'elapsed_time': '4h 50m 53s', 'remaining_time': '4h 2m 45s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066461}
{'loss': 0.0717697, 'grad_norm': 0.35336876, 'learning_rate': 4.631e-05, 'token_acc': 0.97395833, 'epoch': 1.09, 'global_step/max_steps': '1165/2128', 'percentage': '54.75%', 'elapsed_time': '4h 51m 20s', 'remaining_time': '4h 0m 49s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066647}
{'loss': 0.06317554, 'grad_norm': 0.31583542, 'learning_rate': 4.592e-05, 'token_acc': 0.97291667, 'epoch': 1.1, 'global_step/max_steps': '1170/2128', 'percentage': '54.98%', 'elapsed_time': '4h 51m 45s', 'remaining_time': '3h 58m 53s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066837}
{'loss': 0.06650728, 'grad_norm': 0.3306269, 'learning_rate': 4.554e-05, 'token_acc': 0.97708333, 'epoch': 1.1, 'global_step/max_steps': '1175/2128', 'percentage': '55.22%', 'elapsed_time': '4h 52m 10s', 'remaining_time': '3h 56m 58s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067027}
{'loss': 0.09566111, 'grad_norm': 0.42570266, 'learning_rate': 4.515e-05, 'token_acc': 0.96875, 'epoch': 1.11, 'global_step/max_steps': '1180/2128', 'percentage': '55.45%', 'elapsed_time': '4h 52m 35s', 'remaining_time': '3h 55m 3s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067215}
{'loss': 0.05288821, 'grad_norm': 0.2656337, 'learning_rate': 4.476e-05, 'token_acc': 0.98020833, 'epoch': 1.11, 'global_step/max_steps': '1185/2128', 'percentage': '55.69%', 'elapsed_time': '4h 53m 1s', 'remaining_time': '3h 53m 10s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067401}
{'loss': 0.06056268, 'grad_norm': 0.22274204, 'learning_rate': 4.438e-05, 'token_acc': 0.98125, 'epoch': 1.12, 'global_step/max_steps': '1190/2128', 'percentage': '55.92%', 'elapsed_time': '4h 53m 26s', 'remaining_time': '3h 51m 18s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067588}
{'loss': 0.07786226, 'grad_norm': 0.5529173, 'learning_rate': 4.399e-05, 'token_acc': 0.97083333, 'epoch': 1.12, 'global_step/max_steps': '1195/2128', 'percentage': '56.16%', 'elapsed_time': '4h 53m 51s', 'remaining_time': '3h 49m 25s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067776}
{'loss': 0.08804954, 'grad_norm': 0.3994098, 'learning_rate': 4.361e-05, 'token_acc': 0.971875, 'epoch': 1.13, 'global_step/max_steps': '1200/2128', 'percentage': '56.39%', 'elapsed_time': '4h 54m 17s', 'remaining_time': '3h 47m 34s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067961}
{'eval_loss': 0.10149096, 'eval_runtime': 505.5931, 'eval_samples_per_second': 44.761, 'eval_steps_per_second': 11.191, 'eval_token_acc': 0.96429676, 'epoch': 1.13, 'global_step/max_steps': '1200/2128', 'percentage': '56.39%', 'elapsed_time': '5h 2m 42s', 'remaining_time': '3h 54m 5s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06607}
{'loss': 0.06970659, 'grad_norm': 0.46199447, 'learning_rate': 4.322e-05, 'token_acc': 0.97708333, 'epoch': 1.13, 'global_step/max_steps': '1205/2128', 'percentage': '56.63%', 'elapsed_time': '5h 3m 9s', 'remaining_time': '3h 52m 12s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066246}
{'loss': 0.07829686, 'grad_norm': 0.32540935, 'learning_rate': 4.284e-05, 'token_acc': 0.97083333, 'epoch': 1.14, 'global_step/max_steps': '1210/2128', 'percentage': '56.86%', 'elapsed_time': '5h 3m 34s', 'remaining_time': '3h 50m 19s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066429}
{'loss': 0.06088119, 'grad_norm': 0.31479487, 'learning_rate': 4.245e-05, 'token_acc': 0.97708333, 'epoch': 1.14, 'global_step/max_steps': '1215/2128', 'percentage': '57.10%', 'elapsed_time': '5h 4m 0s', 'remaining_time': '3h 48m 26s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066612}
{'loss': 0.07626103, 'grad_norm': 0.30201522, 'learning_rate': 4.207e-05, 'token_acc': 0.971875, 'epoch': 1.15, 'global_step/max_steps': '1220/2128', 'percentage': '57.33%', 'elapsed_time': '5h 4m 25s', 'remaining_time': '3h 46m 33s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066794}
{'loss': 0.07566625, 'grad_norm': 0.43555027, 'learning_rate': 4.168e-05, 'token_acc': 0.975, 'epoch': 1.15, 'global_step/max_steps': '1225/2128', 'percentage': '57.57%', 'elapsed_time': '5h 4m 50s', 'remaining_time': '3h 44m 43s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066973}
{'loss': 0.04986231, 'grad_norm': 0.40801102, 'learning_rate': 4.13e-05, 'token_acc': 0.98333333, 'epoch': 1.16, 'global_step/max_steps': '1230/2128', 'percentage': '57.80%', 'elapsed_time': '5h 5m 16s', 'remaining_time': '3h 42m 52s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067154}
{'loss': 0.06735981, 'grad_norm': 0.31908226, 'learning_rate': 4.092e-05, 'token_acc': 0.96979167, 'epoch': 1.16, 'global_step/max_steps': '1235/2128', 'percentage': '58.04%', 'elapsed_time': '5h 5m 41s', 'remaining_time': '3h 41m 2s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067332}
{'loss': 0.07374648, 'grad_norm': 0.41390872, 'learning_rate': 4.054e-05, 'token_acc': 0.97604167, 'epoch': 1.17, 'global_step/max_steps': '1240/2128', 'percentage': '58.27%', 'elapsed_time': '5h 6m 7s', 'remaining_time': '3h 39m 13s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067512}
{'loss': 0.05307815, 'grad_norm': 0.49816731, 'learning_rate': 4.015e-05, 'token_acc': 0.98020833, 'epoch': 1.17, 'global_step/max_steps': '1245/2128', 'percentage': '58.51%', 'elapsed_time': '5h 6m 31s', 'remaining_time': '3h 37m 24s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067693}
{'loss': 0.06795834, 'grad_norm': 0.42103454, 'learning_rate': 3.977e-05, 'token_acc': 0.96979167, 'epoch': 1.17, 'global_step/max_steps': '1250/2128', 'percentage': '58.74%', 'elapsed_time': '5h 6m 56s', 'remaining_time': '3h 35m 36s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067872}
{'eval_loss': 0.10285626, 'eval_runtime': 504.304, 'eval_samples_per_second': 44.876, 'eval_steps_per_second': 11.219, 'eval_token_acc': 0.9617339, 'epoch': 1.17, 'global_step/max_steps': '1250/2128', 'percentage': '58.74%', 'elapsed_time': '5h 15m 21s', 'remaining_time': '3h 41m 30s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066063}
{'loss': 0.05249582, 'grad_norm': 0.26195732, 'learning_rate': 3.939e-05, 'token_acc': 0.98125, 'epoch': 1.18, 'global_step/max_steps': '1255/2128', 'percentage': '58.98%', 'elapsed_time': '5h 15m 48s', 'remaining_time': '3h 39m 40s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066233}
{'loss': 0.04084133, 'grad_norm': 0.48500907, 'learning_rate': 3.901e-05, 'token_acc': 0.98541667, 'epoch': 1.18, 'global_step/max_steps': '1260/2128', 'percentage': '59.21%', 'elapsed_time': '5h 16m 13s', 'remaining_time': '3h 37m 50s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066408}
{'loss': 0.09578291, 'grad_norm': 0.48173088, 'learning_rate': 3.864e-05, 'token_acc': 0.96041667, 'epoch': 1.19, 'global_step/max_steps': '1265/2128', 'percentage': '59.45%', 'elapsed_time': '5h 16m 39s', 'remaining_time': '3h 36m 1s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066581}
{'loss': 0.07397476, 'grad_norm': 0.55400336, 'learning_rate': 3.826e-05, 'token_acc': 0.971875, 'epoch': 1.19, 'global_step/max_steps': '1270/2128', 'percentage': '59.68%', 'elapsed_time': '5h 17m 4s', 'remaining_time': '3h 34m 12s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066755}
{'loss': 0.07180189, 'grad_norm': 0.5189783, 'learning_rate': 3.788e-05, 'token_acc': 0.975, 'epoch': 1.2, 'global_step/max_steps': '1275/2128', 'percentage': '59.92%', 'elapsed_time': '5h 17m 30s', 'remaining_time': '3h 32m 24s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066929}
{'loss': 0.06915697, 'grad_norm': 0.35596168, 'learning_rate': 3.75e-05, 'token_acc': 0.971875, 'epoch': 1.2, 'global_step/max_steps': '1280/2128', 'percentage': '60.15%', 'elapsed_time': '5h 17m 56s', 'remaining_time': '3h 30m 38s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067099}
{'loss': 0.07251831, 'grad_norm': 0.26289257, 'learning_rate': 3.713e-05, 'token_acc': 0.97708333, 'epoch': 1.21, 'global_step/max_steps': '1285/2128', 'percentage': '60.39%', 'elapsed_time': '5h 18m 21s', 'remaining_time': '3h 28m 51s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067272}
{'loss': 0.06273674, 'grad_norm': 0.29080433, 'learning_rate': 3.675e-05, 'token_acc': 0.98333333, 'epoch': 1.21, 'global_step/max_steps': '1290/2128', 'percentage': '60.62%', 'elapsed_time': '5h 18m 46s', 'remaining_time': '3h 27m 4s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067445}
{'loss': 0.05347443, 'grad_norm': 0.23844586, 'learning_rate': 3.638e-05, 'token_acc': 0.984375, 'epoch': 1.22, 'global_step/max_steps': '1295/2128', 'percentage': '60.86%', 'elapsed_time': '5h 19m 11s', 'remaining_time': '3h 25m 19s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067617}
{'loss': 0.05627599, 'grad_norm': 0.39365801, 'learning_rate': 3.6e-05, 'token_acc': 0.98125, 'epoch': 1.22, 'global_step/max_steps': '1300/2128', 'percentage': '61.09%', 'elapsed_time': '5h 19m 37s', 'remaining_time': '3h 23m 34s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067789}
{'eval_loss': 0.10324921, 'eval_runtime': 504.8298, 'eval_samples_per_second': 44.829, 'eval_steps_per_second': 11.208, 'eval_token_acc': 0.96348666, 'epoch': 1.22, 'global_step/max_steps': '1300/2128', 'percentage': '61.09%', 'elapsed_time': '5h 28m 1s', 'remaining_time': '3h 28m 55s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066051}
{'loss': 0.06537024, 'grad_norm': 0.15519923, 'learning_rate': 3.563e-05, 'token_acc': 0.97708333, 'epoch': 1.23, 'global_step/max_steps': '1305/2128', 'percentage': '61.33%', 'elapsed_time': '5h 28m 28s', 'remaining_time': '3h 27m 9s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066215}
{'loss': 0.04987734, 'grad_norm': 0.41256735, 'learning_rate': 3.526e-05, 'token_acc': 0.98333333, 'epoch': 1.23, 'global_step/max_steps': '1310/2128', 'percentage': '61.56%', 'elapsed_time': '5h 28m 54s', 'remaining_time': '3h 25m 22s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066382}
{'loss': 0.0695291, 'grad_norm': 0.41923261, 'learning_rate': 3.489e-05, 'token_acc': 0.971875, 'epoch': 1.24, 'global_step/max_steps': '1315/2128', 'percentage': '61.80%', 'elapsed_time': '5h 29m 19s', 'remaining_time': '3h 23m 36s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066549}
{'loss': 0.07406974, 'grad_norm': 0.34715611, 'learning_rate': 3.452e-05, 'token_acc': 0.96875, 'epoch': 1.24, 'global_step/max_steps': '1320/2128', 'percentage': '62.03%', 'elapsed_time': '5h 29m 45s', 'remaining_time': '3h 21m 50s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066717}
{'loss': 0.07132694, 'grad_norm': 0.30721185, 'learning_rate': 3.415e-05, 'token_acc': 0.97083333, 'epoch': 1.25, 'global_step/max_steps': '1325/2128', 'percentage': '62.27%', 'elapsed_time': '5h 30m 9s', 'remaining_time': '3h 20m 5s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066886}
{'loss': 0.07204124, 'grad_norm': 0.20126104, 'learning_rate': 3.378e-05, 'token_acc': 0.975, 'epoch': 1.25, 'global_step/max_steps': '1330/2128', 'percentage': '62.50%', 'elapsed_time': '5h 30m 36s', 'remaining_time': '3h 18m 21s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067049}
{'loss': 0.07365123, 'grad_norm': 0.35454565, 'learning_rate': 3.342e-05, 'token_acc': 0.978125, 'epoch': 1.25, 'global_step/max_steps': '1335/2128', 'percentage': '62.73%', 'elapsed_time': '5h 31m 1s', 'remaining_time': '3h 16m 37s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067215}
{'loss': 0.07052747, 'grad_norm': 0.48243654, 'learning_rate': 3.305e-05, 'token_acc': 0.97916667, 'epoch': 1.26, 'global_step/max_steps': '1340/2128', 'percentage': '62.97%', 'elapsed_time': '5h 31m 26s', 'remaining_time': '3h 14m 54s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067381}
{'loss': 0.06606556, 'grad_norm': 0.47792348, 'learning_rate': 3.268e-05, 'token_acc': 0.97395833, 'epoch': 1.26, 'global_step/max_steps': '1345/2128', 'percentage': '63.20%', 'elapsed_time': '5h 31m 52s', 'remaining_time': '3h 13m 11s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067547}
{'loss': 0.06954967, 'grad_norm': 0.36063841, 'learning_rate': 3.232e-05, 'token_acc': 0.978125, 'epoch': 1.27, 'global_step/max_steps': '1350/2128', 'percentage': '63.44%', 'elapsed_time': '5h 32m 17s', 'remaining_time': '3h 11m 30s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06771}
{'eval_loss': 0.10160586, 'eval_runtime': 500.9711, 'eval_samples_per_second': 45.174, 'eval_steps_per_second': 11.294, 'eval_token_acc': 0.96247036, 'epoch': 1.27, 'global_step/max_steps': '1350/2128', 'percentage': '63.44%', 'elapsed_time': '5h 40m 38s', 'remaining_time': '3h 16m 18s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066051}
{'loss': 0.06069702, 'grad_norm': 0.29982331, 'learning_rate': 3.196e-05, 'token_acc': 0.97916667, 'epoch': 1.27, 'global_step/max_steps': '1355/2128', 'percentage': '63.67%', 'elapsed_time': '5h 41m 4s', 'remaining_time': '3h 14m 34s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066213}
{'loss': 0.08397298, 'grad_norm': 0.44450381, 'learning_rate': 3.16e-05, 'token_acc': 0.97083333, 'epoch': 1.28, 'global_step/max_steps': '1360/2128', 'percentage': '63.91%', 'elapsed_time': '5h 41m 28s', 'remaining_time': '3h 12m 49s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06638}
{'loss': 0.06688595, 'grad_norm': 0.39665931, 'learning_rate': 3.123e-05, 'token_acc': 0.97708333, 'epoch': 1.28, 'global_step/max_steps': '1365/2128', 'percentage': '64.14%', 'elapsed_time': '5h 41m 52s', 'remaining_time': '3h 11m 6s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066544}
{'loss': 0.04648265, 'grad_norm': 0.26732123, 'learning_rate': 3.087e-05, 'token_acc': 0.98645833, 'epoch': 1.29, 'global_step/max_steps': '1370/2128', 'percentage': '64.38%', 'elapsed_time': '5h 42m 16s', 'remaining_time': '3h 9m 22s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066709}
{'loss': 0.0690731, 'grad_norm': 0.41156366, 'learning_rate': 3.052e-05, 'token_acc': 0.97395833, 'epoch': 1.29, 'global_step/max_steps': '1375/2128', 'percentage': '64.61%', 'elapsed_time': '5h 42m 41s', 'remaining_time': '3h 7m 40s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066872}
{'loss': 0.0710677, 'grad_norm': 0.51032668, 'learning_rate': 3.016e-05, 'token_acc': 0.978125, 'epoch': 1.3, 'global_step/max_steps': '1380/2128', 'percentage': '64.85%', 'elapsed_time': '5h 43m 6s', 'remaining_time': '3h 5m 58s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067034}
{'loss': 0.06867033, 'grad_norm': 0.48331419, 'learning_rate': 2.98e-05, 'token_acc': 0.97291667, 'epoch': 1.3, 'global_step/max_steps': '1385/2128', 'percentage': '65.08%', 'elapsed_time': '5h 43m 32s', 'remaining_time': '3h 4m 17s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067192}
{'loss': 0.08680804, 'grad_norm': 0.33019736, 'learning_rate': 2.945e-05, 'token_acc': 0.97083333, 'epoch': 1.31, 'global_step/max_steps': '1390/2128', 'percentage': '65.32%', 'elapsed_time': '5h 43m 57s', 'remaining_time': '3h 2m 37s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067352}
